groupId,severity,issueCode,variantClassification,variantConfidence,variantSignals,variantAttributes,intentKey,signals,pageCount,pageTypes,primaryUrl,primaryInboundInternalLinks,competingUrls,sampleTitles,sharedTitle,sharedMetaDescription,sharedContentHash,recommendation
CAN-0083,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|variant_family,color:beige|color:green|color:maroon|color:olive|variant_family,casual fit plain regular sweatshirt,duplicate_meta_description,3,product,https://triprindia.com/products/olive-green-plain-color-sweatshirt-for-men,2,https://triprindia.com/products/maroon-plain-sweatshirt-for-men|https://triprindia.com/products/beige-plain-sweatshirt-for-men,PLAIN MAROON MEN REGULAR FIT CASUAL SWEATSHIRT – TRIPR|PLAIN BEIGE MEN REGULAR FIT CASUAL SWEATSHIRT – TRIPR|PLAIN OLIVE GREEN MEN REGULAR FIT CASUAL SWEATSHIRT – TRIPR,,"product description: premium cotton blend fabric: made with a soft and durable cotton blend (270-280 gsm) for all-day comfort and warmth. regular fit: designed for a relaxed yet tailored fit, offering ease of movement and a sleek silhouette. solid colors: a...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0084,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:sh103|code:sh105|code:sh106|color:beige|color:black|color:blue|color:white,checked cotton darkgrey fit regular shirt,duplicate_meta_description,3,product,https://triprindia.com/products/mens-regular-fit-cotton-checked-shirt-darkgrey-beige-sh106,3,https://triprindia.com/products/mens-regular-fit-cotton-checked-shirt-blue-beige-sh103|https://triprindia.com/products/mens-regular-fit-cotton-checked-shirt-white-black-sh105,Mens Regular Fit Cotton Checked Shirt Darkgrey & Beige – TRIPR|Mens Regular Fit Cotton Checked Shirt Blue & Beige – TRIPR|Mens Regular Fit Cotton Checked Shirt White & Black – TRIPR,,"product description: stylish men’s casual shirt featuring a classic checked pattern for a timeless look designed with a regular fit that offers comfort and a sharp appearance made from soft, breathable fabric suitable for all-day wear features a button-down...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0085,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant|variant_family,code:z137|color:black|color:dark|color:green|color:grey|color:navy|color:olive|pack_of_2|variant_family,color combos dual full hooded plain printed sleeve tshirt variants,duplicate_meta_description,3,product,https://triprindia.com/products/pack-of-2-full-sleeve-dual-color-printed-hooded-t-shirts-7-variants-z137,2,https://triprindia.com/products/full-sleeve-hooded-neck-dual-color-printed-t-shirt-black-olive-green|https://triprindia.com/products/full-sleeve-hooded-neck-dual-color-printed-t-shirt-navy-dark-grey,Pack of 2 Hooded Printed and Plain T-shirt Combos – TRIPR|Mens Full Sleeve Hooded Neck Dual Color Printed T-shirt Black & Olive – TRIPR|Mens Full Sleeve Hooded Neck Dual Color Printed T-shirt / Navy & Darkg – TRIPR,,"product description: stylish full sleeve hooded t-shirt designed for comfort and versatility. features a unique printed design at the chest, adding a trendy touch to your look. colorblock style for a bold and modern appearance. available in a variety of vib...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0086,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:maroon,half jogger pant sleeve track tracksuit tshirt,duplicate_meta_description,3,product,https://triprindia.com/products/mens-tracksuit-set-black-tshirt-jogger-2,1,https://triprindia.com/products/mens-tracksuit-maroon-tshirt-black-jogger-7|https://triprindia.com/products/mens-tracksuit-maroon-black-4,Mens Tracksuit Half Sleeve Maroon T-shirt with Black Trackpant – TRIPR|Tracksuit - High Neck BLACK T-shirt & Jogger Pant – TRIPR|Mens tracksuit - High Neck MAROON Tshirt & BLACK Jogger Pant – TRIPR,,"product description introducing the ultimate pair of matching tracksuits from tripr india! elevate your style with our fashionable tracksuit combo for men. enjoy the perfect blend of comfort and trendiness with our t-shirt and trackpant set, designed for th...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0087,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,pack_variant|variant_family,pack_of_2|pack_of_3|pack_of_4|variant_family,half neck plain round sleeve tshirt variants,duplicate_meta_description|shared_keyword_intent,3,product,https://triprindia.com/products/mens-half-sleeve-plain-round-neck-t-shirts-pack-of-4-4-variants,3,https://triprindia.com/products/mens-half-sleeve-plain-round-neck-t-shirts-pack-of-3-variants|https://triprindia.com/products/mens-half-sleeve-plain-round-neck-t-shirts-pack-of-2-variants,Mens Half Sleeve Plain Round Neck T-shirts (Pack Of 3) - 11 Variants – TRIPR|Mens Half Sleeve Plain Round Neck T-shirts (Pack Of 2) - 19 Variants – TRIPR|Mens Half Sleeve Plain Round Neck T-shirts (Pack Of 4) - 13 Variants – TRIPR,,"product description: cotton blend: made from high-quality cotton blend fabric for a soft and breathable experience, perfect for all-day comfort. round neck design: classic round neck style offering a versatile and timeless look for daily wear. half-sleeve s...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0088,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d221|code:d225|code:d228|color:black,half neck printed round tshirt,duplicate_title,3,product,https://triprindia.com/products/mens-half-round-neck-printed-tshirt-black-d228,1,https://triprindia.com/products/mens-half-round-neck-printed-tshirt-black-d221|https://triprindia.com/products/mens-half-round-neck-printed-tshirt-black-d225,Mens Half Round Neck Printed Tshirt Black – TRIPR,mens half round neck printed tshirt black – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0089,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:grey|color:white,printed sleeveless vest,duplicate_title,3,product,https://triprindia.com/products/grey-printed-men-vest,1,https://triprindia.com/products/men-sleeveless-men-printed-vest-white|https://triprindia.com/products/tripr-men-vest-grey-1,Buy Men Sleeveless Printed Grey Vest Online – TRIPR,buy men sleeveless printed grey vest online – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0090,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:pink|color:red,"structured in a combination of print and solid, this multicolor combo trunk for men is ...",duplicate_meta_description,3,product,https://triprindia.com/products/pink-trunk-for-men-u9,0,https://triprindia.com/products/black-trunk-for-men-u13|https://triprindia.com/products/red-trunk-for-men-u11,Men Pink Printed Trunk – TRIPR|Men Black Printed Trunk – TRIPR|Men Red Printed Trunk – TRIPR,,"structured in a combination of print and solid, this multicolor combo trunk for men is offered at best price on our website. we ensure customer feels comfortable and stylish at the same time and enjoy time without worrying about other things. fabric & care:...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0091,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:vt15|code:vt17|color:black,back neck printed round vest,duplicate_content,2,product,https://triprindia.com/products/men-back-printed-round-neck-vest-black-vt15,2,https://triprindia.com/products/men-back-printed-round-neck-vest-black-vt17,Men Back Printed Round Neck Vest Black – TRIPR,,,0b54430fd18b8dd06f90b0b7c975a69f2771375d,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0092,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:grey|color:olive|color:white,baggy cargo fit high jacket neck out pant plain printed round set star sweatshirt,duplicate_title|duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/out-fit-set-star-printed-round-neck-jacket-grey-plain-baggy-cargo-pant,1,https://triprindia.com/products/out-fit-set-star-printed-round-neck-jacket-plain-baggy-cargo-pant,White Printed High Neck Sweatshirt & Olive Plain Baggy Pant – TRIPR,white printed high neck sweatshirt & olive plain baggy pant – tripr,"product description: round neck jacket : available in plain and printed designs for a versatile streetwear look. plain baggy cargopants: loose fit cargo style offers comfort with a trendy edge. cotton fabric: soft, breathable, and skin-friendly for all-day ...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0093,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|pack_variant,code:os6|color:black|color:grey|color:maroon|color:multi|pack_of_2,baggy cargo pocket printed,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/pack-of-2-printed-multi-pocket-baggy-cargo-black-grey-os6,1,https://triprindia.com/products/pack-of-2-printed-multi-pocket-baggy-cargo-maroon-black-os6,(Pack Of 2) Printed Multi Pocket Baggy Cargo Black & Grey – TRIPR|(Pack Of 2) Printed Multi Pocket Baggy Cargo Maroon & Black – TRIPR,,"product description product: baggy oversized fit cargo jogger pant brand: tripr india material: cotton blend for comfort and durability design: solid color with a stylish, oversized fit for a relaxed look ankle style: cuffed ankles for a modern, tapered sil...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0094,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:d231|color:beige|color:black|color:dark|color:grey|color:white|variant_family,baggy color dual over oversized printed sized tshirt,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/men-over-sized-dual-color-baggy-t-shirt-d231-beige-dark-grey,1,https://triprindia.com/products/men-over-sized-dual-color-baggy-t-shirt-d231-black-white,Men Printed Oversized Tshirt Beige – TRIPR|Men Printed Oversized Tshirt Black – TRIPR,,"product description: stylish men’s loose fit t-shirt designed for a relaxed and modern streetwear look features a unique all-over printed pattern for a bold and trendy appeal crafted from soft, breathable fabric ensuring all-day comfort offers a comfortable...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0095,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|pack_variant,color:black|color:grey|color:multicolor|pack_of_4,believer printed vest,duplicate_meta_description,2,product,https://triprindia.com/products/men-vest-pack-of-4-grey-black,0,https://triprindia.com/products/men-vest-believer-printed-pack-of-4,Men Vest Believer Printed (Pack of 4) – TRIPR|Men Printed Vest (Pack of 4) / Multicolor – TRIPR,,"with summers reaching to its peak, we understand you need clothes which are comfortable and soothing. buy this pack of 4 printed tank tops for men from tripr india. you can buy best tank tops for men at our website at lowest prices. our tank tops are made o...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0096,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d185|code:d186|color:olivegreen,blend cotton half neck olivegreen printed round sleeve tshirt,duplicate_title,2,product,https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-olivegreen-t-shirt-1,0,https://triprindia.com/products/men-printed-half-sleeve-round-neck-cotton-blend-t-shirt-d185-olivegreen,Men Printed Half Sleeve Round Neck Cotton Blend Olivegreen T-Shirt – TRIPR,men printed half sleeve round neck cotton blend olivegreen t-shirt – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0097,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d185|code:d186|color:grey,blend cotton half neck printed round sleeve tshirt,duplicate_title,2,product,https://triprindia.com/products/men-printed-half-sleeve-round-neck-cotton-blend-t-shirt-d185-grey,0,https://triprindia.com/products/men-printed-half-sleeve-round-neck-d186-cotton-blend-grey-t-shirt,Men Printed Half Sleeve Round Neck Cotton Blend Grey T-Shirt – TRIPR,men printed half sleeve round neck cotton blend grey t-shirt – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0098,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black|color:grey,cargo colorblocked jogger multipockets,duplicate_title,2,product,https://triprindia.com/products/colorblocked-multipockets-cargo-43-jogger-beige-black,0,https://triprindia.com/products/colorblocked-multipockets-cargo-42-jogger-black-grey,Colorblocked Multipockets Cargo Jogger Beige & Black – TRIPR,colorblocked multipockets cargo jogger beige & black – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0099,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:multi,cargo jogger over pockets print,duplicate_title,2,product,https://triprindia.com/products/mens-all-over-print-multi-pockets-black-cargo-39-jogger,1,https://triprindia.com/products/mens-all-over-print-4-pockets-black-cargo-jogger,Mens All Over Print Multi Pockets Black Cargo Jogger – TRIPR,mens all over print multi pockets black cargo jogger – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0100,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:cargo36|code:cargo37|color:black,cargo jogger over pockets print,duplicate_title,2,product,https://triprindia.com/products/mens-all-over-print-4-pockets-cargo-jogger-black-cargo37,0,https://triprindia.com/products/mens-all-over-print-4-pockets-cargo-jogger-black-cargo36,Mens All Over Print 4 Pockets Cargo Jogger Black – TRIPR,mens all over print 4 pockets cargo jogger black – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0101,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|variant_family,color:multicolor|variant_family,casual full high mandarin neck pant set sleeve track tracksuit tshirt zip,duplicate_meta_description,2,product,https://triprindia.com/products/high-neck-mandarin-zip-full-sleeve-t-shirts-with-track-pants-multicolor-tracksuit,0,https://triprindia.com/products/mens-casual-co-ord-tracksuit-set-with-zip-neck-t-shirt,Mens Casual Tracksuit Set with Zip Neck T-Shirts – TRIPR|Mens Casual Co-Ord Tracksuit Set with Zip Neck T-Shirt- 11 Variants – TRIPR,,"product description: stylish men’s tracksuit set featuring a zip-neck t-shirt and matching jogger pants. made from soft, breathable fabric ensuring all-day comfort and flexibility. solid color design offers a clean, modern, and versatile look. elastic waist...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0102,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:brown|color:olive|color:olivegreen,collar dual polo tone tshirt zip,duplicate_meta_description,2,product,https://triprindia.com/products/mens-dual-tone-polo-t-shirt-with-zip-collar-olive-brown-p49,0,https://triprindia.com/products/mens-dual-tone-polo-t-shirt-with-zip-collar-olive-beige-p49,Men’s Dual Tone Olive Brown Polo TShirt with Zip Collar – TRIPR|Men’s Dual Tone Polo T-Shirt with Zip Collar Olivegreen – TRIPR,,"product description: trendy men’s half sleeve polo t-shirt designed with a stylish quarter zip pattern and eye-catching color block panels. made from soft and breathable cotton fabric for all-day comfort and durability. perfect for casual outings, weekend w...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0103,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:dark|color:green|color:olive,collar full half mandarin tshirt,duplicate_meta_description,2,product,https://triprindia.com/products/men-mandarin-collar-olive-green-full-half-tshirts,1,https://triprindia.com/products/men-solid-mandarin-collar-cotton-blend-dark-green-t-shirt,Men Mandarin Collar Olive Green Full/Half TShirts – TRIPR|Men Solid Mandarin Collar Cotton Blend Olive Green T-Shirt – TRIPR,,product description men solid mandarin collar and logo print at front adds a playful and trendy element. olive green black colour with mandarin collar t-shirt provides a stylish contrast. designed to deliver both style and functionality with fashionable one...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0104,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:blue|color:grey|color:navy,collar half high neck plain round sleeve tshirt zip zipper,duplicate_title|duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/navy-blue-high-collar-t-shirt-for-men,1,https://triprindia.com/products/men-plain-grey-zipper-high-neck-half-sleeve-t-shirt,Buy Men Navy Blue Zip High Collar Half Sleeve Round Neck T-shirt Online – TRIPR,buy men navy blue zip high collar half sleeve round neck t-shirt online – tripr,"buy beige high collar zip tshirt printed for men online clearance sale at just 129 rs. lowest price, finest online low budget high collar neck tshirt. explore tshirts under 100 at triprindia.com",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0105,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:d189|color:black|color:grey|color:white|variant_family,color dual half high neck printed quarter sleeve tshirt zip,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/quarter-zip-dual-color-half-sleeve-high-neck-t-shirt-d189-grey-black,0,https://triprindia.com/products/quarter-zip-dual-color-half-sleeve-high-neck-t-shirt-d189-black-white,Dual Color High Neck Printed Tshirt Black & White – TRIPR|Dual Color High Neck Printed Tshirt Grey & Black – TRIPR,,"product description: stylish men’s high-neck t-shirt featuring a modern printed design for a premium look unique half-zip neckline adds a smart and contemporary touch crafted from soft, breathable fabric for all-day comfort and easy wear tailored regular fi...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0106,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:j61|color:beige|variant_family,color pant printed track variants,duplicate_meta_description,2,product,https://triprindia.com/products/men-printed-trackpants-6-color-variants-j61,1,https://triprindia.com/products/men-beige-printed-jogger,Men Printed Trackpants 6 Color Variants – TRIPR|Men Cuffed Printed Beige Jogger – TRIPR,,casual comfort reimagined: beige joggers with subtle prints. elastic waist and soft cotton blend for effortless wear.,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0107,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black,colorblock full neck polo quarter sleeve tshirt zip,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/men-colorblock-quarter-zip-polo-neck-full-sleeve-t-shirt-p52,2,https://triprindia.com/products/men-colorblock-quarter-zip-polo-neck-full-sleeve-t-shirt-black-p52,Men Colorblock Quarter Zip Polo Neck Full Sleeve T-shirt Beige – TRIPR|Men Colorblock Quarter Zip Polo Neck Full Sleeve T-shirt Black – TRIPR,,product description: stylish men’s full sleeve polo t-shirt with bold text print – “versatile printed” made from soft cotton blend fabric for all-day comfort and breathability polo neck design with ribbed hem and cuffs for a neat finish perfect for casual o...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0108,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black,colorblock half neck polo quarter sleeve tshirt zip,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/men-colorblock-quarter-zip-polo-neck-half-sleeve-t-shirt-beige-p52,2,https://triprindia.com/products/men-colorblock-quarter-zip-polo-neck-half-sleeve-t-shirt-black-p52,Men Colorblock Quarter Zip Polo Neck Half Sleeve T-shirt Beige – TRIPR|Men Colorblock Quarter Zip Polo Neck Half Sleeve T-shirt Black – TRIPR,,product description: stylish men’s half sleeve polo t-shirt with bold text print – “versatile printed” made from soft cotton blend fabric for all-day comfort and breathability polo neck design with ribbed hem and cuffs for a neat finish perfect for casual o...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0109,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,combo_variant|pack_variant|variant_family,combo|pack_of_2|variant_family,combo half high logo neck printed sleeve tshirt varia variants,duplicate_meta_description,2,product,https://triprindia.com/products/mens-henely-high-neck-half-sleeve-t-shirts-pack-of-2,2,https://triprindia.com/products/pack-of-2-high-neck-printed-half-sleeve-t-shirts-13-variants,Pack Of 2 High Neck Logo Printed Half Sleeve Combo T-shirts - 13 Varia – TRIPR|Mens Henely & High Neck Half Sleeve T-shirts (Pack Of 2) - 10 Variants – TRIPR,,product description henley neck & high neck collar adds a playful and trendy element. contrast colors at sleeves & neck provides a stylish look. designed to deliver both style and functionality with fashionable one visually appealing and versatile ensemble ...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0110,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,combo_variant|model_code_variant|pack_variant,code:st162|combo|pack_of_2,combo high neck plain quarter sweatshirts zip,duplicate_title,2,product,https://triprindia.com/products/pack-of-2-quarter-zip-high-neck-plain-combo-sweatshirts-st162,2,https://triprindia.com/products/pack-of-2-quarter-zip-high-neck-plain-combo-sweatshirts,Pack Of 2 Quarter Zip High Neck Plain Combo Sweatshirts – TRIPR,pack of 2 quarter zip high neck plain combo sweatshirts – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0111,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:white,fit half polo quarter sleeve tshirt type zip,duplicate_meta_description,2,product,https://triprindia.com/products/half-sleeve-polo-zip-type-white-contrast-collar-t-shirt-p69,0,https://triprindia.com/products/polo-fit-half-sleeve-zip-type-t-shirt-p46,Half Sleeve Polo Quarter Zip Type Black T-shirt – TRIPR|Half Sleeve Polo Zip Type White Contrast Collar T-shirt – TRIPR,,product description: stylish polo half sleeve t-shirt designed with both plain and color-blocked patterns for a versatile and modern look features a unique quarter-zip design that adds a fresh twist to the classic polo style made from soft and breathable fa...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0112,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:green|color:navy|color:olive|color:white,half jogger pant plain sleeve suit track tracksuit tshirt,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/mens-track-suit-olive-green-plain-half-sleeve-t-shirt-plain-jogger,0,https://triprindia.com/products/mens-track-suit-white-plain-half-sleeve-t-shirt-plain-jogger,Half Sleeve White t-shirt with Navy Trackpant Mens Tracksuit – TRIPR|Mens Tracksuit - Half Sleeve Olive Green t-shirt / Black Trackpant – TRIPR,,"product description: 🔹 cotton fabric – crafted from high-quality breathable cotton, ensuring comfort throughout the day. 🔹 stylish & minimalist design – a plain half-sleeve t-shirt paired with plain track pants for a sleek, modern look. 🔹 perfect fit & c...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0113,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|copy_variant,color:black|color:white|copy,half neck piping sleeve tshirt zip,duplicate_title,2,product,https://triprindia.com/products/mens-zip-half-sleeve-white-t-shirt,1,https://triprindia.com/products/men-white-zip-neck-half-sleeve-black-piping-t-shirt-copy,Buy Men White V-neck Half Sleeve Zip Black Piping T-shirt Online – TRIPR,buy men white v-neck half sleeve zip black piping t-shirt online – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0114,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:black|color:white,half neck polo quarter sleeve tshirt zip,duplicate_meta_description|shared_keyword_intent,2,product,https://triprindia.com/products/men-quarter-zip-polo-neck-half-sleeve-t-shirt-black-white-p68,0,https://triprindia.com/products/men-quarter-zip-polo-neck-half-sleeve-t-shirt-white-black,Men Quarter Zip Polo Neck Half Sleeve T-SHIRT Black & White – TRIPR|Men Quarter Zip Polo Neck Half Sleeve T-SHIRT White & Black – TRIPR,,"product description: stylish men’s half sleeve polo t-shirt with bold printed” made from soft cotton blend fabric for all-day comfort and breathability polo neck design with ribbed hem and cuffs for a neat finish perfect for casual outings, streetwear style...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0115,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d233|code:d237|color:white,half neck printed round sleeve tshirt,duplicate_title,2,product,https://triprindia.com/products/men-half-sleeve-round-neck-t-shirt-white-d233,1,https://triprindia.com/products/men-half-sleeve-round-neck-t-shirt-white-d237,Men Half Sleeve Printed Tshirt White – TRIPR,men half sleeve printed tshirt white – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0116,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d235|code:d236|color:beige,half neck printed round sleeve tshirt,duplicate_title,2,product,https://triprindia.com/products/men-half-sleeve-round-neck-t-shirt-beige-d236,1,https://triprindia.com/products/men-half-sleeve-round-neck-t-shirt-beige-d235,Men Half Sleeve Printed Tshirt Beige – TRIPR,men half sleeve printed tshirt beige – tripr,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0117,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d235|code:d236|color:black,half neck printed round sleeve tshirt,duplicate_content,2,product,https://triprindia.com/products/men-half-sleeve-round-neck-t-shirt-black-d235,0,https://triprindia.com/products/men-half-sleeve-round-neck-t-shirt-black-d236,Men Half Sleeve Printed Tshirt Black – TRIPR,,,bc76cc1f59a8d63941d033eb0cbcb0de08797fdd,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
